frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,0,0,1}|2.2.243.1|{-3,0,0,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{1,0,0,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12,0,0,1}|2.2.243.2|{-12,0,0,1}
{{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,0,0,1}|2.2.243.3|{-6,0,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,-9,0,1}|2.2.243.4|{-6,-9,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-13,5,-1,1}|2.2.245.1|{-13,5,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{15,5,-1,1}|2.2.245.2|{15,5,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1}}|{3,5,7,11,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,1,0,1}|2.2.247.1|{-3,1,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,89,97}|{-6,0,-1,1}|2.2.249.1|{-6,0,-1,1}
{{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,2,0,1}|2.2.251.1|{-6,2,0,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,5,7,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,-10,-1,1}|2.2.253.1|{-6,-10,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{1,0,0,1}}|{7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,0,-1,1}|2.2.255.1|{-3,0,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{3,-4,-1,1}|2.2.257.1|{3,-4,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,11,13,17,19,23,29,31,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12,4,0,1}|2.2.259.1|{-12,4,0,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,13,-1,1}|2.2.263.1|{-1,13,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,97}|{13,-1,-1,1}|2.2.267.1|{13,-1,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,-8,0,1}|2.2.269.1|{-6,-8,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-17,-3,-1,1}|2.2.271.1|{-17,-3,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1}}|{5,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-9,13,-1,1}|2.2.273.1|{-9,13,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,-5,0,1}|2.2.275.1|{-10,-5,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{14,-8,-1,1}|2.2.277.1|{14,-8,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,4,0,1}|2.2.283.1|{-1,4,0,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{10,-2,-1,1}|2.2.283.2|{10,-2,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{3,5,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{-14,-14,-1,1}|2.2.287.1|{-14,-14,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89}|{7,-1,-1,1}|2.2.291.1|{7,-1,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{11,5,-1,1}|2.2.293.1|{11,5,-1,1}
{{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,7,0,1}|2.2.293.2|{-6,7,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{6,6,-1,1}|2.2.303.1|{6,6,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12,6,0,1}|2.2.297.1|{-12,6,0,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{5,7,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-14,-9,0,1}|2.2.297.2|{-14,-9,0,1}
{{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1}}|{3,5,7,11,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-7,5,-1,1}|2.2.299.1|{-7,5,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-10,2,-1,1}|2.2.301.1|{-10,2,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-6,13,0,1}|2.2.305.1|{-6,13,0,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{1,0,0,1},{1,0,0,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{2,3,-1,1}|2.2.307.1|{2,3,-1,1}
{{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-7,1,-1,1}|2.2.307.2|{-7,1,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1,7,-1,1}|2.2.307.3|{-1,7,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-6,4,0,1}|2.2.307.4|{-6,4,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{12,4,-1,1}|2.2.309.1|{12,4,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-8,-1,1}|2.2.309.2|{24,-8,-1,1}
{{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,6,-1,1}|2.2.311.1|{-10,6,-1,1}
{{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{19,1,-1,1}|2.2.313.1|{19,1,-1,1}
{{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{14,-6,-1,1}|2.2.353.1|{14,-6,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{1,-4,-1,1}|2.2.321.1|{1,-4,-1,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{1,0,0,1},{0,1,1,1},{0,1,1,0},{0,1,1,1}}|{3,5,7,11,13,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-14,-10,0,1}|2.2.323.1|{-14,-10,0,1}
{{0,1,1,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0}}|{3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-10,-10,0,1}|2.2.325.1|{-10,-10,0,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-13,-3,-1,1}|2.2.325.2|{-13,-3,-1,1}
{{0,1,1,0},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-3,-2,-1,1}|2.2.327.1|{-3,-2,-1,1}
{{0,1,1,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{0,1,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,1},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0}}|{3,5,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{7,9,-1,1}|2.2.329.1|{7,9,-1,1}
{{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,1},{0,1,1,0},{0,1,1,0},{0,1,1,1},{0,1,1,1},{0,1,1,0},{0,1,1,1},{1,0,0,1},{1,0,0,1},{0,1,1,0}}|{3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-4,3,-1,1}|2.2.331.1|{-4,3,-1,1}
