frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
{{2,2,4,2},{3,3,4,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{1,0,0,4},{3,3,4,2},{2,2,4,2},{1,0,0,4},{3,2,4,3},{3,3,4,2},{2,2,4,2},{2,2,4,2},{3,2,4,3},{1,0,0,4},{2,2,4,2},{1,0,0,1},{3,2,4,3},{3,2,4,3},{3,2,4,3},{1,0,0,1},{2,2,4,2},{4,0,0,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,0,36,0,13,0,1}|5.2.716.5|{1605,-100,101,-2,1}
{{2,3,1,2},{3,2,1,2},{4,0,0,4},{1,0,0,4},{1,0,0,4},{1,0,0,4},{3,2,1,2},{2,3,1,2},{3,3,1,3},{3,3,1,3},{1,0,0,1},{3,2,1,2},{3,2,1,2},{4,0,0,4},{1,0,0,4},{2,3,1,2},{2,3,1,2},{4,0,0,4},{1,0,0,4},{3,3,1,3},{3,2,1,2},{3,2,1,2},{3,3,1,3}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,0,625,0,-50,0,1}|5.2.788.8|{2304,0,101,0,1}
{{4,0,0,4},{3,2,4,3},{3,2,4,3},{2,3,1,2},{4,0,0,1},{3,2,4,3},{2,3,1,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{4,0,0,1},{1,0,0,4},{4,0,0,1},{4,0,0,1},{4,0,0,1},{2,3,1,2},{1,0,0,4},{4,0,0,4},{1,0,0,1},{4,0,0,1},{2,3,1,2},{4,0,0,1},{1,0,0,4},{3,2,4,3}}|{2,3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,10,-11,3,-2,-1,1}|5.2.211.6|{2916,0,103,0,1}
{{1,0,0,4},{1,0,0,4},{4,0,0,1},{3,3,1,3},{3,3,1,3},{2,2,4,2},{1,0,0,4},{2,2,4,2},{2,2,4,2},{1,0,0,4},{2,2,4,2},{3,3,1,3},{3,3,1,3},{1,0,0,4},{4,0,0,1},{3,3,1,3},{1,0,0,1},{1,0,0,4},{2,2,4,2},{1,0,0,4},{4,0,0,1},{1,0,0,4}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{20,20,-54,26,-3,-1,1}|5.2.488.6|{15251,-242,243,-2,1}
{{1,0,0,4},{2,3,1,2},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,2,1,2},{3,2,1,2},{3,3,1,3},{3,2,1,2},{1,0,0,4},{3,3,1,3},{1,0,0,4},{2,3,1,2},{2,3,1,2},{1,0,0,4},{2,3,1,2},{4,0,0,4},{3,2,1,2},{4,0,0,4},{3,2,1,2},{3,3,1,3}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{20,60,45,-10,-15,0,1}|5.2.108.7|{1,8,-7,-2,1}
{{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,3,1,2},{4,0,0,4},{2,3,4,3},{3,3,1,3},{3,2,1,2},{2,3,4,3},{2,3,1,2},{3,3,1,3},{2,3,1,2},{4,0,0,4},{3,3,1,3},{3,2,1,2},{2,3,4,3},{2,3,1,2},{3,3,1,3},{2,3,1,2},{2,3,1,2},{3,3,1,3},{3,3,1,3},{2,3,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{21,-18,25,-15,10,-3,1}|5.2.543.11|{2025,45,46,-1,1}
{{3,2,1,2},{2,3,4,3},{2,2,4,2},{2,2,4,2},{2,3,4,3},{3,3,1,3},{3,3,1,3},{2,3,4,3},{3,2,1,2},{4,0,0,4},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{3,3,1,3},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{2,2,4,2}}|{2,3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{21,14,102,18,-10,-2,1}|5.2.791.5|{1369,0,-39,0,1}
{{3,3,1,3},{2,3,1,2},{3,2,1,2},{3,3,1,3},{1,0,0,4},{2,3,1,2},{1,0,0,4},{3,3,1,3},{1,0,0,4},{1,0,0,4},{2,3,1,2},{1,0,0,4},{3,3,1,3},{4,0,0,4},{3,3,1,3},{3,2,1,2},{2,3,1,2},{3,2,1,2},{3,2,1,2},{4,0,0,4},{3,2,1,2}}|{2,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{21,21,32,11,-3,-2,1}|5.2.231.11|{564,138,13,-1,1}
{{3,3,1,3},{3,3,1,3},{4,0,0,1},{1,0,0,4},{2,2,4,2},{1,0,0,4},{3,3,1,3},{1,0,0,1},{4,0,0,1},{1,0,0,4},{2,2,4,2},{3,3,1,3},{4,0,0,4},{4,0,0,1},{1,0,0,1},{1,0,0,4},{4,0,0,1},{2,2,4,2},{1,0,0,4},{3,3,1,3},{2,2,4,2}}|{2,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{21,105,142,13,-21,-2,1}|5.2.987.15|{168921,411,412,-1,1}
{{2,2,4,2},{1,0,0,4},{4,0,0,4},{3,2,4,3},{1,0,0,4},{4,0,0,4},{3,2,4,3},{1,0,0,4},{2,2,4,2},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,4,3},{2,2,4,2},{3,2,1,2},{3,2,4,3},{1,0,0,4},{2,2,4,2},{4,0,0,4},{3,2,1,2},{3,2,4,3},{3,2,4,3}}|{2,3,7,11,13,17,19,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{23,23,-17,-13,9,-3,1}|5.2.943.10|{256,0,-9,0,1}
{{2,3,4,3},{3,2,1,2},{3,2,1,2},{3,2,1,2},{2,3,4,3},{2,3,4,3},{2,2,4,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{4,0,0,4},{3,2,1,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,3,1,3},{3,2,1,2},{4,0,0,4},{2,2,4,2},{2,2,4,2},{3,3,1,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,97}|{24,-48,40,15,-5,-3,1}|5.2.267.2|{1959,177,-20,-1,1}
{{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,4,3},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,2,4,3},{4,0,0,4},{1,0,0,4},{2,2,4,2},{2,2,4,2},{3,2,1,2},{4,0,0,4},{1,0,0,4},{1,0,0,1},{3,2,1,2},{3,2,1,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{3,2,1,2}}|{7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-48,54,-4,-6,0,1}|5.2.864.5|{81,0,12,0,1}
{{2,2,4,2},{3,2,4,3},{4,0,0,4},{3,2,1,2},{2,2,4,2},{1,0,0,4},{2,2,4,2},{3,2,1,2},{2,2,4,2},{3,2,1,2},{3,2,4,3},{3,2,4,3},{2,2,4,2},{1,0,0,1},{3,2,4,3},{2,2,4,2},{3,2,1,2},{3,2,1,2},{3,2,4,3},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-48,58,-15,2,-3,1}|5.2.327.8|{2944,217,-25,-1,1}
{{1,0,0,4},{1,0,0,4},{2,3,1,2},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,3,1,3},{3,3,1,3},{2,3,1,2},{3,2,1,2},{3,3,1,3},{3,2,1,2},{4,0,0,4},{1,0,0,4},{1,0,0,4},{2,3,1,2},{2,3,1,2},{4,0,0,4},{1,0,0,4}}|{11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-36,42,9,9,-3,1}|5.2.756.11|{15,-15,4,-1,1}
{{3,2,1,2},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,1,2},{2,3,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{1,0,0,4},{1,0,0,4},{2,3,1,2},{1,0,0,1},{1,0,0,4},{2,3,1,2},{3,3,1,3},{3,3,1,3},{3,3,1,3},{3,2,1,2},{1,0,0,1},{3,3,1,3},{1,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-33,97,-14,-10,-1,1}|5.2.591.5|{2809,0,-91,0,1}
{{2,3,1,2},{1,0,0,4},{1,0,0,4},{3,3,1,3},{2,3,1,2},{2,3,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{1,0,0,4},{1,0,0,4},{3,2,1,2},{3,2,1,2},{4,0,0,4},{2,3,1,2},{1,0,0,4},{3,3,1,3},{1,0,0,4},{1,0,0,1},{3,2,1,2},{1,0,0,4},{1,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-24,22,3,8,-3,1}|5.2.321.4|{2890,-215,29,-1,1}
{{1,0,0,4},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,4,3},{3,2,1,2},{1,0,0,4},{2,2,4,2},{3,2,1,2},{3,2,1,2},{4,0,0,4},{1,0,0,4},{2,2,4,2},{3,2,1,2},{3,2,4,3},{3,2,4,3},{2,2,4,2},{1,0,0,4},{2,2,4,2},{3,2,4,3},{1,0,0,4}}|{7,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-24,22,8,-7,-2,1}|5.2.984.12|{262,8,-7,-2,1}
{{3,2,1,2},{3,2,1,2},{1,0,0,4},{2,2,4,2},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,2,1,2},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,1,2},{2,2,4,2},{1,0,0,4},{4,0,0,4},{3,2,1,2}}|{7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-18,10,15,-5,-3,1}|5.2.312.9|{2704,0,-26,0,1}
{{1,0,0,4},{3,2,4,3},{2,2,4,2},{3,2,1,2},{2,2,4,2},{1,0,0,4},{3,2,1,2},{3,2,4,3},{3,2,4,3},{2,2,4,2},{2,2,4,2},{4,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,4,3},{1,0,0,4},{3,2,1,2},{1,0,0,4},{4,0,0,4},{1,0,0,4},{1,0,0,4},{2,2,4,2}}|{3,7,11,13,17,19,23,29,31,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-16,19,-4,8,0,1}|5.2.296.7|{2306,88,-87,-2,1}
{{2,2,4,2},{3,3,1,3},{2,3,4,3},{2,2,4,2},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{2,2,4,2},{2,3,4,3},{3,3,1,3},{1,0,0,1},{3,3,1,3},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,3,4,3},{4,0,0,4},{3,2,1,2}}|{2,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,-12,4,-9,1,0,1}|5.2.231.12|{1464,153,-17,-1,1}
{{2,3,1,2},{1,0,0,4},{4,0,0,4},{3,2,1,2},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{4,0,0,4},{3,3,1,3},{2,3,1,2},{3,2,1,2},{3,3,1,3},{2,3,1,2},{1,0,0,4},{3,3,1,3},{1,0,0,4},{1,0,0,1},{2,3,1,2},{3,3,1,3},{1,0,0,4}}|{2,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,0,-6,9,6,-3,1}|5.2.351.7|{40,25,-1,-1,1}
{{3,2,1,2},{3,3,1,3},{3,2,1,2},{2,2,4,2},{2,3,4,3},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,3,1,3},{2,2,4,2},{1,0,0,1},{3,2,1,2},{2,2,4,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,3,4,3},{2,3,4,3},{4,0,0,4},{3,2,1,2}}|{7,11,13,17,19,23,29,31,37,43,47,53,59,61,67,71,73,79,83,89,97}|{24,12,-2,15,7,-3,1}|5.2.492.8|{411,81,-8,-1,1}
{{2,3,1,2},{4,0,0,1},{4,0,0,1},{3,2,4,3},{1,0,0,1},{1,0,0,4},{2,3,1,2},{4,0,0,1},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,4,3},{1,0,0,1},{2,3,1,2},{4,0,0,1},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,4,3},{2,3,1,2},{2,3,1,2},{3,2,4,3},{4,0,0,1}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,24,10,21,8,-3,1}|5.2.543.12|{8146,361,-43,-1,1}
{{1,0,0,4},{3,2,4,3},{4,0,0,1},{3,2,4,3},{2,3,1,2},{1,0,0,4},{2,3,1,2},{4,0,0,4},{2,3,1,2},{4,0,0,1},{4,0,0,1},{4,0,0,1},{1,0,0,1},{1,0,0,4},{3,2,4,3},{2,3,1,2},{4,0,0,1},{3,2,4,3},{4,0,0,1},{1,0,0,4},{1,0,0,4},{4,0,0,4},{4,0,0,4}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,24,16,-9,-2,0,1}|5.2.339.6|{3165,225,-26,-1,1}
{{2,3,1,2},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,1},{4,0,0,4},{3,2,1,2},{3,3,1,3},{1,0,0,4},{3,3,1,3},{3,2,1,2},{2,3,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,3,1,3},{1,0,0,4},{2,3,1,2},{3,2,1,2},{1,0,0,4},{1,0,0,4}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,36,36,-9,-3,0,1}|5.2.567.11|{4,0,11,0,1}
{{2,3,4,3},{3,3,1,3},{4,0,0,1},{2,3,1,2},{4,0,0,1},{3,3,1,3},{4,0,0,1},{3,3,1,3},{2,3,1,2},{2,3,4,3},{2,3,1,2},{4,0,0,1},{1,0,0,1},{4,0,0,1},{3,3,1,3},{2,3,1,2},{2,3,4,3},{3,3,1,3},{2,3,1,2},{1,0,0,1},{2,3,4,3},{4,0,0,1}}|{3,7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{24,40,-25,-4,0,0,1}|5.2.344.6|{431,-2,3,-2,1}
{{2,3,4,3},{2,3,4,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{3,3,1,3},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,2,1,2},{2,3,4,3},{2,3,4,3},{2,2,4,2},{3,2,1,2},{4,0,0,4},{2,2,4,2},{1,0,0,1},{3,2,1,2},{3,3,1,3},{4,0,0,4},{2,3,4,3},{2,2,4,2},{3,3,1,3}}|{3,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{24,56,42,6,-1,-2,1}|5.2.436.8|{676,0,57,0,1}
{{2,3,1,2},{3,2,1,2},{2,3,1,2},{4,0,0,4},{3,2,1,2},{3,3,1,3},{4,0,0,4},{1,0,0,4},{3,3,1,3},{2,3,1,2},{3,3,1,3},{3,3,1,3},{3,2,1,2},{3,2,1,2},{2,3,1,2},{1,0,0,4},{3,2,1,2},{1,0,0,4},{2,3,1,2},{2,3,1,2},{3,2,1,2},{1,0,0,1}}|{2,3,7,11,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{25,-80,96,-13,-2,-3,1}|5.2.611.6|{784,0,-9,0,1}
{{3,3,1,3},{3,3,1,3},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,2,1,2},{2,2,4,2},{4,0,0,4},{2,2,4,2},{4,0,0,4},{3,3,1,3},{1,0,0,1},{3,3,1,3},{3,2,1,2},{2,2,4,2},{2,2,4,2}}|{7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{25,0,-9,0,3,0,1}|5.2.624.9|{2401,0,-97,0,1}
{{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,4,3},{2,2,4,2},{3,2,1,2},{3,2,1,2},{2,3,4,3},{3,2,1,2},{1,0,0,1},{2,3,4,3},{3,2,1,2},{1,0,0,1},{3,3,1,3},{1,0,0,1},{3,2,1,2},{3,3,1,3},{2,3,4,3},{4,0,0,4},{3,3,1,3},{1,0,0,1},{1,0,0,1}}|{3,7,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{25,0,25,0,-10,0,1}|5.2.752.2|{144,0,-23,0,1}
{{2,3,1,2},{3,3,1,3},{3,3,1,3},{3,2,1,2},{3,3,1,3},{1,0,0,4},{3,2,1,2},{2,3,1,2},{3,3,1,3},{3,2,1,2},{1,0,0,4},{3,3,1,3},{4,0,0,4},{2,3,1,2},{1,0,0,1},{3,3,1,3},{1,0,0,1},{2,3,1,2},{1,0,0,4},{3,3,1,3},{2,3,1,2}}|{7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{25,5,-4,11,2,-1,1}|5.2.156.4|{256,16,17,-1,1}
{{3,2,4,3},{2,3,1,2},{4,0,0,1},{1,0,0,4},{3,2,4,3},{1,0,0,4},{4,0,0,1},{4,0,0,1},{1,0,0,4},{1,0,0,1},{4,0,0,1},{1,0,0,4},{4,0,0,4},{3,2,4,3},{1,0,0,1},{1,0,0,4},{3,2,4,3},{1,0,0,4},{1,0,0,1},{3,2,4,3},{4,0,0,4},{1,0,0,1}}|{2,7,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{25,25,25,-10,-5,0,1}|5.2.423.3|{144,-12,-11,-1,1}
{{2,2,4,2},{3,2,4,3},{2,2,4,2},{3,3,4,2},{2,2,4,2},{1,0,0,4},{1,0,0,4},{4,0,0,4},{3,3,4,2},{1,0,0,4},{1,0,0,4},{1,0,0,1},{3,2,4,3},{1,0,0,4},{3,3,4,2},{1,0,0,4},{3,3,4,2},{3,3,4,2},{3,2,4,3},{3,3,4,2},{3,3,4,2},{3,2,4,3}}|{2,3,7,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{25,75,75,25,-1,-1,1}|5.2.671.8|{3474,393,53,-1,1}
{{3,3,1,3},{4,0,0,4},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,3,1,2},{1,0,0,4},{1,0,0,1},{1,0,0,4},{3,3,1,3},{1,0,0,4},{3,2,1,2},{1,0,0,1},{4,0,0,4},{3,2,1,2},{1,0,0,1},{1,0,0,4},{1,0,0,4},{3,2,1,2}}|{2,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{25,75,225,-10,-15,0,1}|5.2.567.12|{4,-2,-1,-1,1}
{{1,0,0,4},{2,3,1,2},{3,3,1,3},{3,3,1,3},{2,3,1,2},{3,2,1,2},{3,2,1,2},{3,2,1,2},{3,3,1,3},{1,0,0,4},{3,3,1,3},{3,3,1,3},{3,3,1,3},{3,2,1,2},{1,0,0,4},{1,0,0,4},{1,0,0,4},{2,3,1,2},{3,3,1,3},{2,3,1,2}}|{13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,-18,-33,48,-11,-2,1}|5.2.924.13|{289,0,1,0,1}
{{1,0,0,4},{2,3,1,2},{2,3,1,2},{4,0,0,1},{3,2,4,3},{4,0,0,1},{4,0,0,1},{3,2,4,3},{3,2,4,3},{2,3,1,2},{3,2,4,3},{1,0,0,1},{2,3,1,2},{4,0,0,1},{3,2,4,3},{1,0,0,4},{1,0,0,4},{1,0,0,4},{4,0,0,4},{1,0,0,4},{4,0,0,1},{3,2,4,3}}|{3,7,11,13,17,19,23,29,31,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,-18,-18,28,-6,-2,1}|5.2.296.8|{371,-2,3,-2,1}
{{4,0,0,1},{1,0,0,4},{2,2,4,2},{3,3,1,3},{4,0,0,1},{4,0,0,1},{1,0,0,4},{3,3,1,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{4,0,0,1},{1,0,0,4},{4,0,0,1},{3,3,1,3},{1,0,0,4},{1,0,0,4},{4,0,0,1},{1,0,0,4},{1,0,0,4},{3,3,1,3}}|{3,7,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,-18,27,-32,9,-2,1}|5.2.572.3|{289,0,21,0,1}
{{2,2,4,2},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,3,4,3},{3,3,1,3},{3,3,1,3},{2,3,4,3},{2,2,4,2},{4,0,0,4},{2,3,4,3},{3,2,1,2},{3,2,1,2},{1,0,0,1},{2,3,4,3},{3,2,1,2},{2,3,4,3},{2,2,4,2},{3,2,1,2},{3,2,1,2},{2,2,4,2}}|{7,11,13,17,19,23,29,31,37,41,43,53,59,61,67,71,73,79,83,89,97}|{27,-9,-6,3,-2,-1,1}|5.2.564.17|{144,-12,-11,-1,1}
{{3,2,1,2},{3,2,1,2},{2,3,4,3},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,2,1,2},{2,3,4,3},{3,3,1,3},{3,3,1,3},{3,2,1,2},{2,2,4,2},{3,2,1,2},{4,0,0,4},{3,2,1,2}}|{7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,-9,18,-39,6,-1,1}|5.2.312.10|{87,-6,7,-2,1}
{{1,0,0,4},{3,2,1,2},{3,3,1,3},{2,3,1,2},{1,0,0,4},{2,3,1,2},{3,3,1,3},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,3,1,3},{4,0,0,4},{1,0,0,4},{2,3,1,2},{2,3,1,2},{3,3,1,3},{2,3,1,2},{3,2,1,2},{4,0,0,4},{3,3,1,3},{3,2,1,2}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,0,16,0,-8,0,1}|5.2.591.6|{60516,246,247,-1,1}
{{3,3,1,3},{2,2,4,2},{2,3,4,3},{3,2,1,2},{1,0,0,1},{4,0,0,4},{2,2,4,2},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,2,1,2},{3,3,1,3},{3,2,1,2},{1,0,0,1},{2,3,4,3},{3,2,1,2},{2,3,4,3},{2,2,4,2},{3,2,1,2},{3,3,1,3},{2,3,4,3}}|{2,7,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,0,22,0,7,0,1}|5.2.759.12|{3969,63,64,-1,1}
{{3,3,1,3},{2,3,4,3},{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,2,4,2},{3,3,1,3},{3,3,1,3},{1,0,0,1},{2,3,4,3},{3,3,1,3},{2,2,4,2},{3,3,1,3},{3,2,1,2},{3,3,1,3},{2,3,4,3},{2,2,4,2},{3,2,1,2},{2,3,4,3},{2,2,4,2},{3,2,1,2},{3,2,1,2},{2,3,4,3}}|{2,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,0,34,0,11,0,1}|5.2.993.3|{6889,-83,-82,-1,1}
{{2,3,1,2},{3,3,1,3},{2,3,4,3},{4,0,0,1},{4,0,0,4},{1,0,0,1},{2,3,1,2},{4,0,0,1},{2,3,1,2},{3,3,1,3},{2,3,4,3},{3,3,1,3},{2,3,4,3},{4,0,0,4},{4,0,0,1},{2,3,4,3},{2,3,4,3},{3,3,1,3},{4,0,0,1},{3,3,1,3},{4,0,0,1}}|{2,7,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{27,9,-11,3,1,-3,1}|5.2.759.13|{196,0,-5,0,1}
{{1,0,0,4},{3,3,1,3},{3,2,1,2},{1,0,0,4},{2,3,1,2},{1,0,0,4},{3,2,1,2},{3,2,1,2},{3,3,1,3},{3,2,1,2},{3,3,1,3},{3,3,1,3},{4,0,0,4},{1,0,0,1},{3,2,1,2},{1,0,0,4},{3,2,1,2},{3,2,1,2},{1,0,0,4},{1,0,0,4},{2,3,1,2}}|{2,11,13,17,19,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{28,-92,73,37,-16,-3,1}|5.2.483.3|{1600,40,41,-1,1}
{{3,3,1,3},{2,3,4,3},{3,2,1,2},{2,2,4,2},{2,2,4,2},{3,2,1,2},{3,2,1,2},{3,3,1,3},{3,3,1,3},{2,2,4,2},{2,3,4,3},{3,3,1,3},{3,2,1,2},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,2,4,2},{4,0,0,4},{2,3,4,3},{4,0,0,4},{3,2,1,2}}|{3,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{28,-56,50,-28,11,-1,1}|5.2.532.6|{1565,60,-59,-2,1}
{{3,3,1,3},{2,3,4,3},{3,2,1,2},{3,3,1,3},{2,3,1,2},{2,3,4,3},{3,2,1,2},{2,3,1,2},{3,3,1,3},{2,3,1,2},{3,2,1,2},{2,3,1,2},{3,2,1,2},{3,2,1,2},{2,3,4,3},{2,3,1,2},{3,3,1,3},{1,0,0,1},{3,2,1,2},{4,0,0,4},{3,2,1,2}}|{3,11,13,17,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{28,21,51,4,8,-1,1}|5.2.532.7|{9314,186,-185,-2,1}
{{2,2,4,2},{3,2,1,2},{1,0,0,4},{3,2,4,3},{3,2,4,3},{3,2,1,2},{3,2,4,3},{1,0,0,1},{4,0,0,4},{2,2,4,2},{3,2,4,3},{3,2,1,2},{1,0,0,4},{4,0,0,4},{3,2,4,3},{1,0,0,4},{1,0,0,4},{2,2,4,2},{2,2,4,2},{2,2,4,2},{3,2,1,2},{1,0,0,4}}|{2,3,7,11,17,19,23,29,31,37,41,43,47,53,59,61,67,73,79,83,89,97}|{29,-181,133,-3,-13,-1,1}|5.2.923.6|{1156,0,3,0,1}
{{3,3,4,2},{3,3,4,2},{3,3,4,2},{2,2,4,2},{1,0,0,4},{3,2,4,3},{3,3,4,2},{3,2,4,3},{1,0,0,4},{3,2,4,3},{1,0,0,4},{2,2,4,2},{1,0,0,4},{1,0,0,4},{1,0,0,4},{1,0,0,4},{2,2,4,2},{1,0,0,1},{2,2,4,2},{3,3,4,2},{3,2,4,3},{2,2,4,2}}|{3,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{29,-103,130,-55,30,-3,1}|5.2.392.10|{119,-14,15,-2,1}
